"SNP","Chromosome","Position ","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","effect","FDR"
"AT3G10840",3,3391065,0.360728629824031,0.406543726461416,690,0.582062581365946,0.582572194040669,-2.87259689839266,0.999326526413139
"AT3G10850",3,3397549,0.183374700825785,0.452770944577736,690,0.582062581365946,0.583143153130057,2.41961085613548,0.999326526413139
"AT3G10860",3,3399736,0.0307201832081497,0.348217146279151,690,0.582062581365946,0.58491863345388,-6.57494752279308,0.999326526413139
"AT3G10870",3,3401078,0.199218062621773,0.423378999969809,690,0.582062581365946,0.583068609050672,2.33961513842223,0.999326526413139
"AT3G10880",3,3405815,0.668700302022866,0.372153611909999,690,0.582062581365946,0.58217424523433,-1.12423504208709,0.999326526413139
"AT3G10890",3,3407455,0.430074057863155,0.2307757885763,690,0.582062581365946,0.582442357033229,0.909826290970159,0.999326526413139
"AT3G10915",3,3415958,0.586297835925945,0.495812295533894,690,0.582062581365946,0.58224318609516,1.24985223608746,0.999326526413139
"AT3G10920",3,3417954,0.229033891748204,0.395134608505386,690,0.582062581365946,0.582945634834758,3.61703669171038,0.999326526413139
"AT3G10930",3,3420130,0.0477804150180091,0.20702030938595,690,0.582062581365946,0.584457979892252,5.98558065282486,0.999326526413139
"AT3G10940",3,3422078,0.970638638052338,0.477444362736774,690,0.582062581365946,0.582063407352449,0.0997693764511496,0.999326526413139
"AT3G10960",3,3424813,0.262406258516004,0.408967566881622,690,0.582062581365946,0.58282905694634,-1.72402845920351,0.999326526413139
"AT3G10970",3,3433073,0.46314758184164,0.448417687104422,690,0.582062581365946,0.582390888932679,1.55124959142631,0.999326526413139
"AT3G10980",3,3438278,0.89153509512223,0.47314579371106,690,0.582062581365946,0.582073918333594,0.353874635235115,0.999326526413139
"AT3G10985",3,3442528,0.695570263709474,0.386759079514741,690,0.582062581365946,0.582155947232584,-0.812564704019678,0.999326526413139
"AT3G10986",3,3444203,0.756956555450785,0.309844980797803,690,0.582062581365946,0.582120979532722,-0.440858923650921,0.999326526413139
"AT3G11000",3,3447568,0.167077521383956,0.229901044101605,690,0.582062581365946,0.583228073394527,-1.94013722774025,0.999326526413139
"AT3G11010",3,3450496,0.0118985340136757,0.190614088008922,690,0.582062581365946,0.58593726594951,-5.01201885480805,0.999326526413139
"AT3G11020",3,3455355,0.539572441891842,0.35464453001523,690,0.582062581365946,0.582292088163585,-1.49715912949978,0.999326526413139
"AT3G11030",3,3457227,0.0858649420968318,0.455367263728468,690,0.582062581365946,0.58386517258955,5.31200090984203,0.999326526413139
"AT3G11040",3,3460143,0.596131385380065,0.494422700952851,690,0.582062581365946,0.582233858343544,0.937499361201844,0.999326526413139
"AT3G11050",3,3463598,0.378177322262104,0.185773205119584,690,0.582062581365946,0.582536341200324,2.56419341653236,0.999326526413139
"AT3G11070",3,3467754,0.733512483858442,0.427435286380291,690,0.582062581365946,0.582133256259207,-0.840984190133895,0.999326526413139
"AT3G11080",3,3470440,0.617092399644946,0.217202885461296,690,0.582062581365946,0.58221501496684,0.890087500933078,0.999326526413139
"AT3G11090",3,3475002,0.483396055601804,0.323567026607236,690,0.582062581365946,0.582362160288375,-1.73140078826327,0.999326526413139
"AT3G11100",3,3476187,0.886122292768548,0.440897042134459,690,0.582062581365946,0.582075086058037,-0.399438005264528,0.999326526413139
"AT3G11110",3,3479979,0.285226717780981,0.37985886590451,690,0.582062581365946,0.58275943033875,-2.41040775792317,0.999326526413139
"AT3G11120",3,3481052,0.918593929419637,0.427049929689859,690,0.582062581365946,0.582068950084542,0.294734879800671,0.999326526413139
"AT3G11130",3,3482149,0.790895120659929,0.442022856725192,690,0.582062581365946,0.582105446537072,1.32181599724572,0.999326526413139
"AT3G11150",3,3492867,0.234032160246087,0.400208086974856,690,0.582062581365946,0.582926899812786,-1.62722538005619,0.999326526413139
"AT3G11160",3,3496067,0.556086553122197,0.267214336276592,690,0.582062581365946,0.582273905610144,-0.73066787278367,0.999326526413139
"AT3G11165",3,3497946,0.282127186982718,0.296592931604373,690,0.582062581365946,0.582768467771479,-1.26280609563173,0.999326526413139
"AT3G11170",3,3499801,0.5714670969153,0.496340471623996,690,0.582062581365946,0.58225786824567,1.61404947433039,0.999326526413139
"AT3G11180",3,3504204,0.263939018946539,0.21807157645667,690,0.582062581365946,0.58282414638724,-1.92591792712938,0.999326526413139
"AT3G11200",3,3508042,0.61489985741601,0.447813366520382,690,0.582062581365946,0.582216921401936,1.98504183347541,0.999326526413139
"AT3G11210",3,3510663,0.139003375132713,0.449043753634253,690,0.582062581365946,0.583399287601603,-2.46632934089939,0.999326526413139
"AT3G11220",3,3513531,0.819198745849733,0.365649351446208,690,0.582062581365946,0.582094436590669,0.383964883969384,0.999326526413139
"AT3G11230",3,3516577,0.240070264821395,0.432574567042876,690,0.582062581365946,0.582904903376776,-3.20316368177737,0.999326526413139
"AT3G11240",3,3518484,0.536897144211085,0.423989636719501,690,0.582062581365946,0.58229513104505,1.22857594615016,0.999326526413139
"AT3G11250",3,3521357,0.483868357991936,0.390516848091328,690,0.582062581365946,0.582361513648362,-3.30499153755954,0.999326526413139
"AT3G11260",3,3527575,0.165838597384987,0.260240041269688,690,0.582062581365946,0.583234916137109,3.47897280947473,0.999326526413139
"AT3G11270",3,3528801,0.0953300755708779,0.413409824882251,690,0.582062581365946,0.583762160265814,-3.97108852967358,0.999326526413139
"AT3G11280",3,3533255,0.174118145277542,0.388873336825563,690,0.582062581365946,0.583190262878767,-2.62185755481187,0.999326526413139
"AT3G11290",3,3535610,0.461964102557974,0.444837489884499,690,0.582062581365946,0.582392630618829,-1.31724118410602,0.999326526413139
"AT3G11320",3,3546646,0.0555652048163797,0.416909387030088,690,0.582062581365946,0.584303088290277,6.95560975459375,0.999326526413139
"AT3G11330",3,3551974,0.574465285077664,0.362096891875409,690,0.582062581365946,0.582254839291754,2.42264837426774,0.999326526413139
"AT3G11340",3,3556705,0.283736604070265,0.245192942931459,690,0.582062581365946,0.58276375949635,3.03204145960262,0.999326526413139
"AT3G11385",3,3566578,0.242697736387453,0.217799550928761,690,0.582062581365946,0.582895540782494,-2.55808550387155,0.999326526413139
"AT3G11390",3,3569828,0.15763363421837,0.175166686629137,690,0.582062581365946,0.583281762337513,-1.89161432944638,0.999326526413139
"AT3G11402",3,3573361,0.567738158455313,0.265213515439359,690,0.582062581365946,0.582261679220153,1.23404363380178,0.999326526413139
"AT3G11400",3,3578388,0.827764776276503,0.398069109163222,690,0.582062581365946,0.582091442542394,-0.443003560552825,0.999326526413139
"AT3G11405",3,3580895,0.388066334556888,0.221859694069776,690,0.582062581365946,0.582517037820289,0.989956379116848,0.999326526413139
"AT3G11410",3,3583883,0.599821586143832,0.381229932816063,690,0.582062581365946,0.582230439567379,1.51762193929244,0.999326526413139
"AT3G11415",3,3588684,0.646208642875282,0.331252233867156,690,0.582062581365946,0.582191069673895,0.644701762796103,0.999326526413139
"AT3G11420",3,3591475,0.883924270824133,0.362759345408859,690,0.582062581365946,0.582075576922801,-0.381105909797043,0.999326526413139
"AT3G11430",3,3595765,0.807287682763642,0.267584244687472,690,0.582062581365946,0.582098859193436,-0.88237317700623,0.999326526413139
"AT3G11440",3,3602093,0.383898346323419,0.449079528152443,690,0.582062581365946,0.582525087615445,-1.59063606600103,0.999326526413139
"AT3G11450",3,3605217,0.225209862938102,0.45984006686041,690,0.582062581365946,0.582960304617684,3.8515468399055,0.999326526413139
"AT3G11460",3,3608250,0.588766203827107,0.421470247091491,690,0.582062581365946,0.582240814655456,1.23170010159811,0.999326526413139
"AT3G11470",3,3610147,0.53950289398074,0.444807179365893,690,0.582062581365946,0.582292166917804,0.95160413346639,0.999326526413139
"AT3G11480",3,3614437,0.241659180860599,0.154056799093715,690,0.582062581365946,0.582899226681127,-1.94450044490441,0.999326526413139
"AT3G11490",3,3617523,0.563210255040776,0.442328439411544,690,0.582062581365946,0.582266372699389,-1.67401445977521,0.999326526413139
"AT3G11500",3,3621409,0.365846947589623,0.423572555043928,690,0.582062581365946,0.582561430705528,-1.8167060531141,0.999326526413139
"AT3G11510",3,3623457,0.577542944425651,0.415176185208526,690,0.582062581365946,0.582251762370409,-2.71712641508202,0.999326526413139
"AT3G11520",3,3625324,0.765006943451737,0.336677688708014,690,0.582062581365946,0.582117059237019,-1.53934631991433,0.999326526413139
"AT3G11530",3,3628594,0.0996927221535401,0.473400770843194,690,0.582062581365946,0.583718373978535,-3.93504309251512,0.999326526413139
"AT3G11540",3,3631887,0.988899370589844,0.424341682723186,690,0.582062581365946,0.58206269938369,0.0538982189682429,0.999326526413139
"AT3G11550",3,3638195,0.771601500560754,0.274911332953217,690,0.582062581365946,0.582113958183978,1.17952093643544,0.999326526413139
"AT3G11560",3,3639435,0.704906158962161,0.494839767824496,690,0.582062581365946,0.582150030220687,0.794358276125422,0.999326526413139
"AT3G11570",3,3645022,0.278895280954951,0.409178743961353,690,0.582062581365946,0.582778026063991,1.35951156120063,0.999326526413139
"AT3G11580",3,3648924,0.133978269072495,0.309160326086957,690,0.582062581365946,0.583434051276529,-3.35059091142648,0.999326526413139
"AT3G11590",3,3660377,0.599574618166832,0.438331310563719,690,0.582062581365946,0.582230666996226,1.95930863381363,0.999326526413139
"AT3G11591",3,3663544,0.208178781992402,0.345472746955548,690,0.582062581365946,0.583029465945716,-2.53731399919525,0.999326526413139
"AT3G11600",3,3667229,0.802732593320421,0.383883846340756,690,0.582062581365946,0.582100631061606,0.655385793299502,0.999326526413139
"AT3G11620",3,3669319,0.141004022784259,0.433166838058861,690,0.582062581365946,0.583385838150278,3.0169831107396,0.999326526413139
"AT3G11630",3,3672120,0.904969131040207,0.499243619675822,690,0.582062581365946,0.582071271357146,-0.351148836714856,0.999326526413139
"AT3G11640",3,3674499,0.761348088087451,0.375862227114292,690,0.582062581365946,0.582118822543269,-0.525730984700203,0.999326526413139
"AT3G11650",3,3676146,0.58813441428611,0.312235313095216,690,0.582062581365946,0.582241419704634,-1.65266731654629,0.999326526413139
"AT3G11660",3,3678835,0.76581849614748,0.372452035088653,690,0.582062581365946,0.58211667227287,0.859319263523503,0.999326526413139
"AT3G11670",3,3680893,0.237205520059912,0.377158085865614,690,0.582062581365946,0.582915254676453,-3.82349634347338,0.999326526413139
"AT3G11690",3,3694988,0.794661509299683,0.388938002211829,690,0.582062581365946,0.582103881161708,0.50277285786251,0.999326526413139
"AT3G11700",3,3698839,0.399530739010886,0.457961459969242,690,0.582062581365946,0.582495521119745,2.83120082206005,0.999326526413139
"AT3G11710",3,3702169,0.667067415274056,0.43553334228814,690,0.582062581365946,0.582175419465078,2.21439868530433,0.999326526413139
"AT3G11720",3,3705865,0.154069037485985,0.446523999698591,690,0.582062581365946,0.583302988742027,2.60135813352645,0.999326526413139
"AT3G11730",3,3709325,0.89725279756652,0.493968816366929,690,0.582062581365946,0.582072748080321,0.279126919871487,0.999326526413139
"AT3G11745",3,3713760,0.215205124370236,0.415385297908274,690,0.582062581365946,0.583000143003016,1.8464854024578,0.999326526413139
"AT3G11750",3,3715071,0.0593225864789781,0.457241284090112,690,0.582062581365946,0.584236391486272,-3.11211698103762,0.999326526413139
"AT3G11760",3,3718416,0.00519362476935716,0.387095579396074,690,0.582062581365946,0.586851935650238,-10.4590591710075,0.950625572747059
"AT3G11770",3,3721324,0.761773343622949,0.437833926614652,690,0.582062581365946,0.582118616025838,0.908046314594685,0.999326526413139
"AT3G11773",3,3722892,0.789904161603795,0.321013751056918,690,0.582062581365946,0.582105863575958,0.470422816488281,0.999326526413139
"AT3G11780",3,3724134,0.262811179328287,0.4014936858251,690,0.582062581365946,0.582827756227429,3.31421798610245,0.999326526413139
"AT3G11800",3,3726108,0.0342062226258812,0.492500085654572,690,0.582062581365946,0.584805597978892,6.83452260264312,0.999326526413139
"AT3G11810",3,3727796,0.761230099791059,0.496002219115322,690,0.582062581365946,0.582118879915628,0.852092161687324,0.999326526413139
"AT3G11820",3,3729305,0.435693091783984,0.362845983331644,690,0.582062581365946,0.582433188915524,3.17690223489626,0.999326526413139
"AT3G11830",3,3732628,0.511158601687773,0.394963851902922,690,0.582062581365946,0.582325861264482,-4.04442003351869,0.999326526413139
"AT3G11840",3,3736400,0.716223638859949,0.335714374929743,690,0.582062581365946,0.582143152552675,1.37851042493276,0.999326526413139
"AT3G11850",3,3738897,0.480634280424414,0.388970897016786,690,0.582062581365946,0.58236596243896,1.85248975692957,0.999326526413139
"AT3G11880",3,3751660,0.0967870026175414,0.498889225836289,690,0.582062581365946,0.58374729834257,3.30078633585435,0.999326526413139
"AT3G11890",3,3755542,0.620146891674966,0.453408351111245,690,0.582062581365946,0.582212383698511,0.998281300942836,0.999326526413139
"AT3G11900",3,3758452,0.412225494078093,0.411872079447614,690,0.582062581365946,0.582472717183085,1.98636974316469,0.999326526413139
"AT3G11910",3,3761388,0.679204116981237,0.477053016669999,690,0.582062581365946,0.582166864299533,2.16985586327792,0.999326526413139
"AT3G11930",3,3776237,0.352450642475543,0.328263637081875,690,0.582062581365946,0.582590055064073,-2.59508529623781,0.999326526413139
"AT3G11940",3,3777895,0.330008657946429,0.384891868380956,690,0.582062581365946,0.582641488717472,-4.64900341660541,0.999326526413139
"AT3G11945",3,3779839,0.901388091342699,0.46413480455051,690,0.582062581365946,0.582071942057816,-0.286995649214077,0.999326526413139
"AT3G11950",3,3783111,0.932270562667806,0.409853031855667,690,0.582062581365946,0.582066985153762,0.167823381083508,0.999326526413139
"AT3G11960",3,3786386,0.790569185684269,0.48238927339774,690,0.582062581365946,0.582105583466189,1.01107742473687,0.999326526413139
"AT3G11964",3,3793957,0.333560575178164,0.421227606021058,690,0.582062581365946,0.582633039779523,-4.40427923202515,0.999326526413139
"AT3G12020",3,3826148,0.426811115006172,0.439528466600735,690,0.582062581365946,0.582447764735887,-2.10098094185014,0.999326526413139
"AT3G12030",3,3834361,0.686271660438042,0.437708552094272,690,0.582062581365946,0.582162063772808,0.68341298361338,0.999326526413139
"AT3G12040",3,3835129,0.799270345251447,0.332060351789733,690,0.582062581365946,0.582102007884893,-0.411227313358722,0.999326526413139
"AT3G12050",3,3839102,0.873497578909743,0.3665718065031,690,0.582062581365946,0.582078037232334,0.576581135304878,0.999326526413139
"AT3G12060",3,3843142,0.285010067423013,0.341865686874872,690,0.582062581365946,0.582760057976863,-2.65416015119627,0.999326526413139
"AT3G12070",3,3845211,0.806304812966759,0.433602511325401,690,0.582062581365946,0.58209923772597,0.418833856687343,0.999326526413139
"AT3G12080",3,3847792,0.965935602751274,0.484747575875861,690,0.582062581365946,0.582063693328113,0.101831759158813,0.999326526413139
"AT3G12090",3,3852145,0.687981238090738,0.356110382475607,690,0.582062581365946,0.582160922329307,-1.22242028969413,0.999326526413139
"AT3G12100",3,3854515,0.73219804533279,0.39623730085512,690,0.582062581365946,0.582133983171091,-0.810876716448547,0.999326526413139
"AT3G12110",3,3857843,0.964185137869707,0.378408944134525,690,0.582062581365946,0.58206381062401,0.106639778328827,0.999326526413139
"AT3G12120",3,3860285,0.971280034241057,0.42216135713519,690,0.582062581365946,0.582063371643954,-0.0875564268862945,0.999326526413139
"AT3G12130",3,3864152,0.648826510692743,0.408391525222149,690,0.582062581365946,0.58218903830913,1.50186275962915,0.999326526413139
"AT3G12140",3,3868588,0.861992622815723,0.477769157735687,690,0.582062581365946,0.582081006224305,-0.552883534051944,0.999326526413139
"AT3G12145",3,3874499,0.125821344912945,0.38672161853998,690,0.582062581365946,0.583493710361243,3.05169614009901,0.999326526413139
"AT3G12150",3,3876407,0.888634846265091,0.483780567132821,690,0.582062581365946,0.582074536758876,-0.288527623557457,0.999326526413139
"AT3G12160",3,3879495,0.0904818595762018,0.312874957869902,690,0.582062581365946,0.583813460872689,-1.90975159194477,0.999326526413139
"AT3G12170",3,3881000,0.393505369737879,0.432042219424809,690,0.582062581365946,0.582506717200887,2.39647011499983,0.999326526413139
"AT3G12180",3,3883362,0.566379470361638,0.452469730605495,690,0.582062581365946,0.582263079957032,-1.22374315721027,0.999326526413139
"AT3G12200",3,3886992,0.155891771431029,0.412771553276482,690,0.582062581365946,0.583292065751956,-2.61373023151646,0.999326526413139
"AT3G12203",3,3891357,0.0307312400455072,0.299765201198284,690,0.582062581365946,0.584918254091811,-3.30226567930276,0.999326526413139
"AT3G12210",3,3894778,0.807643649032302,0.475766765598114,690,0.582062581365946,0.582098722613669,-0.383341777949681,0.999326526413139
"AT3G12220",3,3896531,0.765281410354183,0.222351456587699,690,0.582062581365946,0.582116928197717,0.655288135490991,0.999326526413139
"AT3G12240",3,3902436,0.904839623498598,0.219758838900608,690,0.582062581365946,0.582071295172115,-0.239155770818797,0.999326526413139
"AT3G12250",3,3905514,0.338648886511227,0.399204662724468,690,0.582062581365946,0.582621143726236,2.94692222212689,0.999326526413139
"AT3G12260",3,3908940,0.118805293742102,0.353111056480485,690,0.582062581365946,0.583548579686311,-5.57805344132066,0.999326526413139
"AT3G12270",3,3910633,0.920248762872763,0.405863200644251,690,0.582062581365946,0.582068692927968,-0.516984151559882,0.999326526413139
"AT3G12280",3,3913412,0.787168647156404,0.495174998585194,690,0.582062581365946,0.582107026036844,0.797782837413251,0.999326526413139
"AT3G12290",3,3919502,0.308591929245131,0.441228868636243,690,0.582062581365946,0.582695114134122,2.59423649849123,0.999326526413139
"AT3G12300",3,3921528,0.659100589512931,0.372187955825495,690,0.582062581365946,0.582181253521173,1.43076591636782,0.999326526413139
"AT3G12320",3,3923735,0.877541521869235,0.285563137917937,690,0.582062581365946,0.582077057111216,-0.661651323462138,0.999326526413139
"AT3G12340",3,3925526,0.689311233845947,0.439759648816471,690,0.582062581365946,0.582160039611015,-1.3085454487009,0.999326526413139
"AT3G12345",3,3930180,0.472315594817578,0.386939977691481,690,0.582062581365946,0.582377634114141,-2.6137200751109,0.999326526413139
"AT3G12350",3,3931555,0.364900477192712,0.440826330532213,690,0.582062581365946,0.582563405263475,2.21534375902775,0.999326526413139
"AT3G12360",3,3934078,0.200957136295429,0.429948315989768,690,0.582062581365946,0.58306085182326,4.61986344790785,0.999326526413139
"AT3G12370",3,3937190,0.267314651557148,0.419216413333232,690,0.582062581365946,0.58281345586134,2.15109541042693,0.999326526413139
"AT3G12380",3,3938276,0.230402959785403,0.441958069008201,690,0.582062581365946,0.58294045439204,-3.17041815136326,0.999326526413139
"AT3G12390",3,3942257,0.361767360617061,0.417837187761732,690,0.582062581365946,0.582569992659614,-3.63486472989462,0.999326526413139
"AT3G12400",3,3944296,0.724536546067269,0.379565291485137,690,0.582062581365946,0.582138303196963,1.17173524349346,0.999326526413139
"AT3G12410",3,3946036,0.219817720885664,0.287929377852511,690,0.582062581365946,0.582981506408011,-1.54688909502556,0.999326526413139
"AT3G12460",3,3954695,0.398479020475629,0.304664346958907,690,0.582062581365946,0.582497457722693,1.06281634198513,0.999326526413139
"AT3G12480",3,3957777,0.124351401055438,0.453576919890814,690,0.582062581365946,0.583504919718329,-3.96037707665892,0.999326526413139
"AT3G12490",3,3960401,0.459588408550499,0.402725167782481,690,0.582062581365946,0.582396148359474,2.22403654370646,0.999326526413139
"AT3G12500",3,3962382,0.986784247566661,0.198949664393555,690,0.582062581365946,0.582062748647331,0.0352718939420811,0.999326526413139
"AT3G12510",3,3967095,0.801382337317919,0.305378915454627,690,0.582062581365946,0.582101164919017,0.386770324242207,0.999326526413139
"AT3G12520",3,3967816,0.0862385758391097,0.324548063257566,690,0.582062581365946,0.583860876696921,4.89307213449865,0.999326526413139
"AT3G12530",3,3972346,0.17337972771136,0.41779984119191,690,0.582062581365946,0.583194145080065,-4.04385803086916,0.999326526413139
"AT3G12540",3,3975246,0.256123491939347,0.236191672312836,690,0.582062581365946,0.582849563680232,4.03583380207056,0.999326526413139
"AT3G12550",3,3978005,0.750114866578896,0.498287572139099,690,0.582062581365946,0.582124428874746,-0.920279585086973,0.999326526413139
"AT3G12560",3,3981983,0.936687265155941,0.379408184847457,690,0.582062581365946,0.582066428357394,0.205585104944475,0.999326526413139
"AT3G12570",3,3988670,0.452259790482564,0.432708806077006,690,0.582062581365946,0.582407183609791,-1.99103925262534,0.999326526413139
"AT3G12580",3,3991261,0.078471017256037,0.247150877008729,690,0.582062581365946,0.583954611432111,4.39416834005351,0.999326526413139
"AT3G12587",3,3994366,0.535936106210997,0.479926857091502,690,0.582062581365946,0.582296230894747,-1.3615456437692,0.999326526413139
"AT3G12585",3,3995097,0.312756665280863,0.367410710256248,690,0.582062581365946,0.582684310168338,1.08800709734714,0.999326526413139
"AT3G12590",3,3995722,0.907028408544181,0.486278451526954,690,0.582062581365946,0.582070897118886,0.377991993482283,0.999326526413139
"AT3G12600",3,4004512,0.482404682593265,0.434614371136111,690,0.582062581365946,0.582363520994331,-2.65619146449899,0.999326526413139
"AT3G12610",3,4006399,0.0569004909792079,0.407884380207281,690,0.582062581365946,0.584278850449033,-4.74521885421564,0.999326526413139
"AT3G12620",3,4009275,0.763903337349818,0.382270624807349,690,0.582062581365946,0.582117587870263,1.02852769412129,0.999326526413139
"AT3G12630",3,4012608,0.728803693168276,0.436915242345285,690,0.582062581365946,0.582135879574751,-0.95249108392818,0.999326526413139
"AT3G12640",3,4014213,0.565303541052708,0.498072172166394,690,0.582062581365946,0.582264193819602,-1.18812786064518,0.999326526413139
"AT3G12650",3,4017830,0.777273249789253,0.454892657232056,690,0.582062581365946,0.58211136973427,-0.767199253892613,0.999326526413139
"AT3G12670",3,4020120,0.375369296738771,0.408432723965938,690,0.582062581365946,0.582541953123785,3.3022590960245,0.999326526413139
"AT3G12680",3,4025076,0.322593118805466,0.493569508024766,690,0.582062581365946,0.58265952428266,-2.06350435550848,0.999326526413139
"AT3G12685",3,4029183,0.924787636535809,0.411241973949735,690,0.582062581365946,0.582068015054408,-0.190151747066921,0.999326526413139
"AT3G12690",3,4030447,0.545427144837059,0.472225980362012,690,0.582062581365946,0.582285524740574,-1.24379192466586,0.999326526413139
"AT3G12700",3,4037070,0.032109040815794,0.318730725150991,690,0.582062581365946,0.584872065328073,8.09211714982666,0.999326526413139
"AT3G12710",3,4040324,0.591406297427771,0.366936537950823,690,0.582062581365946,0.582238300611785,-1.46184247439305,0.999326526413139
"AT3G12720",3,4043310,0.283157463948605,0.236615331244487,690,0.582062581365946,0.582765449836436,3.51650067849914,0.999326526413139
"AT3G12730",3,4047072,0.833332641308203,0.411618480967932,690,0.582062581365946,0.582089579299966,0.333368778368822,0.999326526413139
"AT3G12740",3,4049515,0.673377188170635,0.331140061521566,690,0.582062581365946,0.582170922120312,1.59764601559436,0.999326526413139
"AT3G12750",3,4051651,0.752078656681064,0.381277743863378,690,0.582062581365946,0.582123427664333,-0.655204416987544,0.999326526413139
"AT3G12760",3,4054739,0.518093324023909,0.453857428605493,690,0.582062581365946,0.582317315917625,1.67571993827733,0.999326526413139
"AT3G12770",3,4057012,0.027061803268502,0.426602023409554,690,0.582062581365946,0.58505267911602,-6.19136435641121,0.999326526413139
"AT3G12780",3,4060971,0.737707489629939,0.443853100266642,690,0.582062581365946,0.58213096403661,1.08889111790631,0.999326526413139
"AT3G12800",3,4063323,0.221584304943422,0.451060610545028,690,0.582062581365946,0.582974492187848,2.98665658543541,0.999326526413139
"AT3G12810",3,4065042,0.836641437052758,0.483995392244777,690,0.582062581365946,0.582088502771851,0.621095668167982,0.999326526413139
"AT3G12820",3,4074158,0.10161396849028,0.256667818782974,690,0.582062581365946,0.583699751367259,-2.80766506057626,0.999326526413139
"AT3G12830",3,4078651,0.431098213251865,0.305507420546133,690,0.582062581365946,0.582440672476233,1.84859137802596,0.999326526413139
"AT3G12835",3,4083265,0.321609554759409,0.258962087445815,690,0.582062581365946,0.582661957661203,1.22922705413566,0.999326526413139
"AT3G12860",3,4091570,0.936338858407922,0.337947230426666,690,0.582062581365946,0.582066470904084,-0.229768937158951,0.999326526413139
"AT3G12870",3,4094417,0.904667125781711,0.318508600745793,690,0.582062581365946,0.582071326943828,0.618969064264093,0.999326526413139
"AT3G12880",3,4095535,0.367934113498355,0.246307629538964,690,0.582062581365946,0.582557101372522,-1.07291824150661,0.999326526413139
"AT3G12890",3,4099199,0.86597009346559,0.298686594202899,690,0.582062581365946,0.582079949473775,-0.247016617461668,0.999326526413139
"AT3G12900",3,4104576,0.958151463488194,0.138419033503592,690,0.582062581365946,0.582064260108018,0.0913747710528696,0.999326526413139
"AT3G12910",3,4109375,0.894536536157053,0.201615670270878,690,0.582062581365946,0.582073295935849,-0.28939127625199,0.999326526413139
"AT3G12915",3,4112629,0.311225559192941,0.446001325004732,690,0.582062581365946,0.582688260165993,-1.48742324560499,0.999326526413139
"AT3G12920",3,4121883,0.773678236746639,0.452324290435892,690,0.582062581365946,0.582113002006187,0.564233213550324,0.999326526413139
"AT3G12930",3,4128407,0.629213497347745,0.491343277098974,690,0.582062581365946,0.582204740268051,-1.92466633011645,0.999326526413139
"AT3G12940",3,4130007,0.415131233037624,0.471795074306625,690,0.582062581365946,0.582467642248511,1.83272184012094,0.999326526413139
"AT3G12950",3,4132528,0.100174277576947,0.471564217891055,690,0.582062581365946,0.583713669598368,-3.41111860412639,0.999326526413139
"AT3G12955",3,4135500,0.309027620337022,0.205325239745778,690,0.582062581365946,0.582693975008366,1.64322406867541,0.999326526413139
"AT3G12960",3,4136488,0.557316620029063,0.134951259163606,690,0.582062581365946,0.582272591758813,1.28566226273415,0.999326526413139
"AT3G12965",3,4136961,0.341545219943331,0.406427930289371,690,0.582062581365946,0.582614479067036,-1.63416750187207,0.999326526413139
"AT3G12970",3,4141051,0.615284593266247,0.311385151639182,690,0.582062581365946,0.58221658579692,-2.05873149780382,0.999326526413139
"AT3G12977",3,4143726,0.960399991782225,0.267424110550207,690,0.582062581365946,0.582064084411636,0.144677829870488,0.999326526413139
"AT3G12980",3,4146499,0.575469652831255,0.474066114705395,690,0.582062581365946,0.582253831579731,-1.82377730715962,0.999326526413139
"AT3G12990",3,4156186,0.778608199571619,0.403712234618852,690,0.582062581365946,0.582110771001193,0.437036407834967,0.999326526413139
"AT3G13000",3,4157967,0.880141765199366,0.418137885282711,690,0.582062581365946,0.582076444249914,0.425254625759408,0.999326526413139
"AT3G13020",3,4166995,0.741531327312844,0.343961352657005,690,0.582062581365946,0.582128911186203,0.709377207404032,0.999326526413139
"AT3G13030",3,4169541,0.827663362589893,0.480675975880673,690,0.582062581365946,0.582091477083252,0.435747381719921,0.999326526413139
"AT3G13040",3,4172142,0.227279448660031,0.388578959922872,690,0.582062581365946,0.582952328350942,-3.65218257986271,0.999326526413139
"AT3G13050",3,4176511,0.391468796668269,0.390050255283101,690,0.582062581365946,0.58251055751926,-2.01031794689698,0.999326526413139
"AT3G13060",3,4180573,0.456964145523132,0.378822741580999,690,0.582062581365946,0.582400067821973,-2.56011556561134,0.999326526413139
"AT3G13062",3,4184569,0.215344421381268,0.358410175409427,690,0.582062581365946,0.582999573234578,3.9915956772129,0.999326526413139
"AT3G13065",3,4187371,0.379960476759592,0.326095871446781,690,0.582062581365946,0.582532807922994,1.46925215922056,0.999326526413139
"AT3G13070",3,4191351,0.794542328094879,0.450842132458809,690,0.582062581365946,0.582103930218867,0.785062867638771,0.999326526413139
"AT3G13080",3,4195786,0.148354356745965,0.342896141707723,690,0.582062581365946,0.583338209945837,3.89844809054921,0.999326526413139
"AT3G13090",3,4203013,0.0929562281546797,0.342160102096117,690,0.582062581365946,0.583786914464864,3.65856980185708,0.999326526413139
"AT3G13100",3,4208735,0.0531484951363091,0.32728434089728,690,0.582062581365946,0.584348572453639,3.71812401081479,0.999326526413139
"AT3G13110",3,4214617,0.218532780729333,0.411735181586811,690,0.582062581365946,0.582986650770029,3.0740258236292,0.999326526413139
